"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901533","GO:1901533","negative regulation of hematopoietic progenitor cell differentiation","3/814","14/18903",0.0202928740902529,0.0945062945546067,0.0711775690184436,"HES1/N4BP2L2/PCID2",3
"GO:1904294","GO:1904294","positive regulation of ERAD pathway","3/814","14/18903",0.0202928740902529,0.0945062945546067,0.0711775690184436,"CAV1/HERPUD1/UBQLN1",3
"GO:1905214","GO:1905214","regulation of RNA binding","3/814","14/18903",0.0202928740902529,0.0945062945546067,0.0711775690184436,"EIF4A3/HNRNPL/NUCKS1",3
"GO:0003176","GO:0003176","aortic valve development","5/814","37/18903",0.0203528997575581,0.094531950481087,0.0711968918210821,"RB1/RBPJ/ROCK1/SMAD6/SOX9",5
"GO:0046326","GO:0046326","positive regulation of glucose import","5/814","37/18903",0.0203528997575581,0.094531950481087,0.0711968918210821,"AKT1/ARPP19/IRS2/OCLN/PRKCI",5
"GO:0060416","GO:0060416","response to growth hormone","5/814","37/18903",0.0203528997575581,0.094531950481087,0.0711968918210821,"AKT1/JAK1/LEPROT/LYN/STAT3",5
"GO:0002696","GO:0002696","positive regulation of leukocyte activation","29/814","450/18903",0.0204808019799444,0.095041152452873,0.0715803981119799,"AKT1/ARID1A/AXL/B2M/CAV1/CD24/CD46/CD47/CTSC/HES1/HLA-DRA/HLA-DRB1/HLA-DRB5/HMGB1/IL6ST/IRS2/LYN/MDK/NCK1/NCK2/PCID2/PIK3CA/RARA/RHOA/RIF1/SELENOK/TGFBR2/XBP1/YES1",29
"GO:0009612","GO:0009612","response to mechanical stimulus","16/814","211/18903",0.0205234561548426,0.0950694736576059,0.071601728273257,"ACTG1/CTNNB1/FOS/GSN/JUN/MDK/MTPN/NFKBIA/PIK3CA/PLEC/PPL/RHOA/SOX9/STAT1/TGFBR2/TXNIP",16
"GO:0060541","GO:0060541","respiratory system development","16/814","211/18903",0.0205234561548426,0.0950694736576059,0.071601728273257,"CDC42/CTNNB1/EIF4E/ERRFI1/GATA6/HES1/ITGB6/LTBP3/MAPK1/NFIB/RARA/RBPJ/SOX9/TGFBR2/VEGFA/YAP1",16
"GO:0010212","GO:0010212","response to ionizing radiation","12/814","143/18903",0.0207950877041639,0.0961564855440537,0.0724204130385009,"BABAM2/GRB2/HSPA5/IFI16/ITGB6/NET1/NUCKS1/RHOB/SOD2/TMEM109/XRCC5/YAP1",12
"GO:0033135","GO:0033135","regulation of peptidyl-serine phosphorylation","12/814","143/18903",0.0207950877041639,0.0961564855440537,0.0724204130385009,"AKT1/CAV1/CD44/HSP90AA1/HSP90AB1/NCK1/NCK2/PARK7/PIK3CA/PTEN/TXN/VEGFA",12
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","15/814","194/18903",0.0208668217714741,0.0962193772236253,0.0724677800089709,"BABAM2/BUB3/CDKN1B/CHMP4C/DUSP1/KLF4/PCID2/PTEN/RB1/TAOK1/TAOK3/WAC/ZFP36L1/ZFP36L2/ZNF207",15
"GO:0003148","GO:0003148","outflow tract septum morphogenesis","4/814","25/18903",0.0209936549690148,0.0962193772236253,0.0724677800089709,"GATA6/SEMA3C/SMAD6/TGFBR2",4
"GO:0031468","GO:0031468","nuclear membrane reassembly","4/814","25/18903",0.0209936549690148,0.0962193772236253,0.0724677800089709,"CHMP1B/CHMP3/CHMP4C/CHMP5",4
"GO:0031579","GO:0031579","membrane raft organization","4/814","25/18903",0.0209936549690148,0.0962193772236253,0.0724677800089709,"CAV1/EMP2/GSN/PACSIN2",4
"GO:0060396","GO:0060396","growth hormone receptor signaling pathway","4/814","25/18903",0.0209936549690148,0.0962193772236253,0.0724677800089709,"JAK1/LEPROT/LYN/STAT3",4
"GO:0061339","GO:0061339","establishment or maintenance of monopolar cell polarity","4/814","25/18903",0.0209936549690148,0.0962193772236253,0.0724677800089709,"CDC42/MSN/PRKCI/RHOA",4
"GO:0071378","GO:0071378","cellular response to growth hormone stimulus","4/814","25/18903",0.0209936549690148,0.0962193772236253,0.0724677800089709,"JAK1/LEPROT/LYN/STAT3",4
"GO:0072273","GO:0072273","metanephric nephron morphogenesis","4/814","25/18903",0.0209936549690148,0.0962193772236253,0.0724677800089709,"CTNNB1/HES1/SOX9/STAT1",4
"GO:1902993","GO:1902993","positive regulation of amyloid precursor protein catabolic process","4/814","25/18903",0.0209936549690148,0.0962193772236253,0.0724677800089709,"CLU/IFNGR1/LYN/PICALM",4
"GO:1903077","GO:1903077","negative regulation of protein localization to plasma membrane","4/814","25/18903",0.0209936549690148,0.0962193772236253,0.0724677800089709,"CLTC/LYPLA1/PICALM/TMEM59",4
"GO:0042098","GO:0042098","T cell proliferation","16/814","212/18903",0.0213477842316897,0.0975508090862044,0.0734705500756496,"CD24/CD46/CEBPB/CTNNB1/HES1/HLA-DRB1/HMGB1/IL6ST/MSN/NCK1/NCK2/NCSTN/PRKAR1A/PTEN/SELENOK/TGFBR2",16
"GO:0099003","GO:0099003","vesicle-mediated transport in synapse","16/814","212/18903",0.0213477842316897,0.0975508090862044,0.0734705500756496,"ACTG1/AP3S1/ARF6/ATP2A2/CALM3/CANX/CTNNB1/CYFIP1/PICALM/PTEN/RAB8A/RAP1A/ROCK1/SNCG/SYT8/VPS35",16
"GO:0050435","GO:0050435","amyloid-beta metabolic process","7/814","65/18903",0.0213591640809663,0.0975508090862044,0.0734705500756496,"CLU/IFNGR1/NCSTN/PICALM/ROCK1/RTN4/TMED10",7
"GO:2000272","GO:2000272","negative regulation of signaling receptor activity","7/814","65/18903",0.0213591640809663,0.0975508090862044,0.0734705500756496,"ERRFI1/LRPAP1/MTRNR2L1/MTRNR2L10/MTRNR2L12/MTRNR2L3/MTRNR2L8",7
"GO:1903201","GO:1903201","regulation of oxidative stress-induced cell death","8/814","80/18903",0.0216309564729043,0.0984708619557658,0.0741634893865437,"AKT1/CTNNB1/HIF1A/PARK7/PPIA/SOD2/TXN/UBQLN1",8
"GO:0006473","GO:0006473","protein acetylation","17/814","230/18903",0.0216427583899611,0.0984708619557658,0.0741634893865437,"DDX21/DDX3X/EID1/ENY2/FOXO1/GLYR1/KMT2E/MORF4L1/MORF4L2/NAA20/PARK7/SET/SETD5/SF3B1/TAF7/TAF9/TAOK1",17
"GO:0001913","GO:0001913","T cell mediated cytotoxicity","6/814","51/18903",0.021693119531201,0.0984708619557658,0.0741634893865437,"B2M/CTSC/EMP2/HLA-B/HLA-DRA/HLA-DRB1",6
"GO:0032873","GO:0032873","negative regulation of stress-activated MAPK cascade","6/814","51/18903",0.021693119531201,0.0984708619557658,0.0741634893865437,"DNAJA1/DUSP1/FOXO1/PDCD4/PPIA/TAOK3",6
"GO:0045197","GO:0045197","establishment or maintenance of epithelial cell apical/basal polarity","6/814","51/18903",0.021693119531201,0.0984708619557658,0.0741634893865437,"ARF4/CDC42/MSN/PRKCI/RHOA/SYNJ2BP",6
"GO:0070303","GO:0070303","negative regulation of stress-activated protein kinase signaling cascade","6/814","51/18903",0.021693119531201,0.0984708619557658,0.0741634893865437,"DNAJA1/DUSP1/FOXO1/PDCD4/PPIA/TAOK3",6
"GO:1901799","GO:1901799","negative regulation of proteasomal protein catabolic process","6/814","51/18903",0.021693119531201,0.0984708619557658,0.0741634893865437,"EIF3H/HSP90AB1/PARK7/SDCBP/TAF9/WAC",6
"GO:0098813","GO:0098813","nuclear chromosome segregation","22/814","321/18903",0.0219483882209127,0.0995427336749675,0.0749707713102712,"ACTR2/ACTR3/ARID1A/ATRX/BUB3/CDC42/CHMP1B/CHMP3/CHMP4C/CHMP5/CTNNB1/DUSP1/HNRNPU/KPNB1/MAPRE1/PCID2/PHB2/RAB11A/RAN/RB1/UBE2B/ZNF207",22
"GO:0046683","GO:0046683","response to organophosphorus","11/814","128/18903",0.0224078886166093,0.101538185177353,0.0764736488456078,"AHR/APEX1/AREG/FOS/GATA6/HSPA5/RAP1A/SDC1/STAT1/TRPM4/ZFP36L1",11
"GO:0031669","GO:0031669","cellular response to nutrient levels","17/814","231/18903",0.0224637125701458,0.101702552471626,0.0765974423398678,"DAP/DSC2/EIF2AK2/FOS/FOXO1/GLUL/HNRNPL/HSPA5/HSPA8/IFI16/LAMP2/MAPK1/RRAGC/SH3GLB1/STK24/WDR45B/XBP1",17
"GO:0072080","GO:0072080","nephron tubule development","9/814","96/18903",0.0224949787997701,0.101755547579482,0.0766373556912992,"CD24/CTNNB1/HES1/SOX9/STAT1/TACSTD2/VEGFA/WWTR1/YAP1",9
"GO:0043516","GO:0043516","regulation of DNA damage response, signal transduction by p53 class mediator","5/814","38/18903",0.02263118003638,0.102170386690434,0.0769497924405181,"CD44/DDX5/NPM1/PTTG1IP/SPRED2",5
"GO:0045773","GO:0045773","positive regulation of axon extension","5/814","38/18903",0.02263118003638,0.102170386690434,0.0769497924405181,"CYFIP1/GOLGA4/MACF1/MAP3K13/VEGFA",5
"GO:0007369","GO:0007369","gastrulation","15/814","196/18903",0.0226456085840197,0.102170386690434,0.0769497924405181,"CTNNB1/DUSP1/FOXC1/GATA6/GRB2/HSBP1/IL1RN/ITGAV/ITGB1/ITGB4/KLF4/LAMB3/PRKAR1A/TGFBR2/UGDH",15
"GO:0030837","GO:0030837","negative regulation of actin filament polymerization","7/814","66/18903",0.0230370260223619,0.103666617100629,0.0780766808006111,"ADD3/ARFGEF1/CAPZA2/EPS8/GSN/MTPN/TMOD3",7
"GO:0045682","GO:0045682","regulation of epidermis development","7/814","66/18903",0.0230370260223619,0.103666617100629,0.0780766808006111,"ERRFI1/FOXC1/HES1/REG3A/ROCK1/SFN/ZFP36L1",7
"GO:1903051","GO:1903051","negative regulation of proteolysis involved in protein catabolic process","7/814","66/18903",0.0230370260223619,0.103666617100629,0.0780766808006111,"CSNK2A1/EIF3H/HSP90AB1/PARK7/SDCBP/TAF9/WAC",7
"GO:0097061","GO:0097061","dendritic spine organization","8/814","81/18903",0.0231293541664138,0.103992135154438,0.0783218452507774,"ACTR2/ARF1/CDC42/DHX36/NEDD9/PDLIM5/PTEN/VPS35",8
"GO:0016570","GO:0016570","histone modification","30/814","474/18903",0.0232012462904137,0.104225287739838,0.0784974444986091,"ATRX/BABAM2/CTNNB1/DDX21/DTX3L/EID1/ENY2/GLYR1/JMJD1C/KDM5B/KMT2E/MORF4L1/MORF4L2/NSD3/PARK7/RBBP4/RCOR1/RIF1/SET/SETD5/SF3B1/SKP1/TAF7/TAF9/TBL1XR1/TRMT112/UBE2A/UBE2B/VEGFA/WAC",30
"GO:0072503","GO:0072503","cellular divalent inorganic cation homeostasis","22/814","323/18903",0.0233491816384533,0.104795425103911,0.0789268443790358,"ATP13A3/ATP1B1/ATP2A2/CALM2/CALM3/CAV1/CCDC47/FLNA/HERPUD1/LYN/MT1E/MT1G/MT1X/MT2A/SELENOK/SLC39A14/SRI/TGM2/TMBIM6/TMEM165/TPT1/YWHAE",22
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","18/814","250/18903",0.02338859833634,0.104795425103911,0.0789268443790358,"ADAMTS1/AKT1/APEX1/ARID1A/BACH1/BCAT1/CDKN1B/DDX3X/EIF4E/GSPT1/ITGB1/KLF4/KMT2E/PSME1/PTEN/RB1/TMEM14B/WAC",18
"GO:0016485","GO:0016485","protein processing","18/814","250/18903",0.02338859833634,0.104795425103911,0.0789268443790358,"ADAM10/ASPH/CTSL/CTSS/CYCS/GSN/IFI16/MYRF/NCSTN/PERP/PGK1/PRSS3/SEC11A/SPCS1/SPCS2/XIAP/YIPF5/YME1L1",18
"GO:0010043","GO:0010043","response to zinc ion","6/814","52/18903",0.0236597080116137,0.105736942505511,0.0796359497370466,"MT1E/MT1G/MT1X/MT2A/PAM/SOD2",6
"GO:0046622","GO:0046622","positive regulation of organ growth","6/814","52/18903",0.0236597080116137,0.105736942505511,0.0796359497370466,"AKT1/GATA6/RBPJ/SERP1/YAP1/YBX3",6
"GO:0097479","GO:0097479","synaptic vesicle localization","6/814","52/18903",0.0236597080116137,0.105736942505511,0.0796359497370466,"AP3S1/CTNNB1/KIF5B/PICALM/PTEN/TMEM230",6
"GO:0006929","GO:0006929","substrate-dependent cell migration","4/814","26/18903",0.0239877311687897,0.106471141245771,0.0801889127090311,"CD2AP/ITGA11/NCK1/SDCBP",4
"GO:0010882","GO:0010882","regulation of cardiac muscle contraction by calcium ion signaling","4/814","26/18903",0.0239877311687897,0.106471141245771,0.0801889127090311,"ATP1B1/ATP2A2/CALM2/CALM3",4
"GO:0035751","GO:0035751","regulation of lysosomal lumen pH","4/814","26/18903",0.0239877311687897,0.106471141245771,0.0801889127090311,"ATP6V1A/ATP6V1F/CCDC115/TMEM165",4
"GO:0036119","GO:0036119","response to platelet-derived growth factor","4/814","26/18903",0.0239877311687897,0.106471141245771,0.0801889127090311,"ERRFI1/IQGAP1/SYAP1/YES1",4
"GO:0048026","GO:0048026","positive regulation of mRNA splicing, via spliceosome","4/814","26/18903",0.0239877311687897,0.106471141245771,0.0801889127090311,"HSPA8/NCL/PRDX6/THRAP3",4
"GO:0051894","GO:0051894","positive regulation of focal adhesion assembly","4/814","26/18903",0.0239877311687897,0.106471141245771,0.0801889127090311,"LIMS1/RAC1/ROCK1/VEGFA",4
"GO:0070102","GO:0070102","interleukin-6-mediated signaling pathway","4/814","26/18903",0.0239877311687897,0.106471141245771,0.0801889127090311,"IL6ST/JAK1/STAT3/YAP1",4
"GO:1903901","GO:1903901","negative regulation of viral life cycle","4/814","26/18903",0.0239877311687897,0.106471141245771,0.0801889127090311,"APCS/GSN/IFITM1/PPIA",4
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","19/814","269/18903",0.0241438380290021,0.107072672998183,0.080641957323952,"AHR/CD24/CD46/CEBPB/CTNNB1/HES1/HLA-DRB1/HMGB1/IL6ST/IRS2/LYN/MAPK1/NCK1/NCK2/PRKAR1A/PTEN/SELENOK/ST6GAL1/TGFBR2",19
"GO:0001771","GO:0001771","immunological synapse formation","3/814","15/18903",0.0245700206238071,0.107768336665299,0.0811658975430993,"MSN/NCK2/NEDD9",3
"GO:0010838","GO:0010838","positive regulation of keratinocyte proliferation","3/814","15/18903",0.0245700206238071,0.107768336665299,0.0811658975430993,"AREG/MDK/REG3A",3
"GO:0032905","GO:0032905","transforming growth factor beta1 production","3/814","15/18903",0.0245700206238071,0.107768336665299,0.0811658975430993,"CD2AP/GATA6/LAPTM4B",3
"GO:0033599","GO:0033599","regulation of mammary gland epithelial cell proliferation","3/814","15/18903",0.0245700206238071,0.107768336665299,0.0811658975430993,"KDM5B/PHB2/RTN4",3
"GO:0038166","GO:0038166","angiotensin-activated signaling pathway","3/814","15/18903",0.0245700206238071,0.107768336665299,0.0811658975430993,"AHCYL1/CAV1/ROCK1",3
"GO:0051284","GO:0051284","positive regulation of sequestering of calcium ion","3/814","15/18903",0.0245700206238071,0.107768336665299,0.0811658975430993,"CALM2/CALM3/SRI",3
"GO:0060576","GO:0060576","intestinal epithelial cell development","3/814","15/18903",0.0245700206238071,0.107768336665299,0.0811658975430993,"HIF1A/IL6ST/YAP1",3
"GO:0070262","GO:0070262","peptidyl-serine dephosphorylation","3/814","15/18903",0.0245700206238071,0.107768336665299,0.0811658975430993,"DUSP1/NCK1/YWHAE",3
"GO:0071474","GO:0071474","cellular hyperosmotic response","3/814","15/18903",0.0245700206238071,0.107768336665299,0.0811658975430993,"ERRFI1/XRCC5/YBX3",3
"GO:0072148","GO:0072148","epithelial cell fate commitment","3/814","15/18903",0.0245700206238071,0.107768336665299,0.0811658975430993,"NR2F2/RARA/RBPJ",3
"GO:0098969","GO:0098969","neurotransmitter receptor transport to postsynaptic membrane","3/814","15/18903",0.0245700206238071,0.107768336665299,0.0811658975430993,"RAB11A/RAB8A/VPS35",3
"GO:1903543","GO:1903543","positive regulation of exosomal secretion","3/814","15/18903",0.0245700206238071,0.107768336665299,0.0811658975430993,"RAB7A/SDC1/SDCBP",3
"GO:2000345","GO:2000345","regulation of hepatocyte proliferation","3/814","15/18903",0.0245700206238071,0.107768336665299,0.0811658975430993,"CFLAR/MDK/XBP1",3
"GO:0042509","GO:0042509","regulation of tyrosine phosphorylation of STAT protein","8/814","82/18903",0.024699257816073,0.107973514483899,0.0813204275499449,"ARL2BP/CAV1/CNOT7/HES1/IL6ST/LYN/PARP9/SOCS3",8
"GO:0043242","GO:0043242","negative regulation of protein-containing complex disassembly","8/814","82/18903",0.024699257816073,0.107973514483899,0.0813204275499449,"ADD3/CAPZA2/EPS8/GSN/MTPN/PIK3CA/TAOK1/TMOD3",8
"GO:0030098","GO:0030098","lymphocyte differentiation","27/814","419/18903",0.0247151329701769,0.107973514483899,0.0813204275499449,"ARID1A/AXL/B2M/CD46/CTNNB1/CTSL/DNAJB9/HLA-DRA/HLA-DRB1/HMGB1/IRF2BP2/ITGB1/JUNB/KLF6/LRRC8A/MDK/PCID2/RARA/RBPJ/RHOA/RSAD2/SLC25A5/STAT3/TGFBR2/XBP1/ZFP36L1/ZFP36L2",27
"GO:0007548","GO:0007548","sex differentiation","20/814","288/18903",0.0247490456034803,0.107973514483899,0.0813204275499449,"ADAMTS1/ATRX/AXL/CEBPB/CSDE1/CTNNB1/FOXC1/GATA6/HSPA5/MEA1/NCOA4/NR2F2/RARA/RHOBTB3/SDC1/SF1/SOX9/UBB/VEGFA/YBX3",20
"GO:0031929","GO:0031929","TOR signaling","11/814","130/18903",0.024799742785646,0.107973514483899,0.0813204275499449,"AKT1/GOLPH3/HIF1A/LAMTOR3/LARP1/PDCD6/PIK3CA/RHEB/RRAGC/SYAP1/WAC",11
"GO:0045621","GO:0045621","positive regulation of lymphocyte differentiation","11/814","130/18903",0.024799742785646,0.107973514483899,0.0813204275499449,"ARID1A/AXL/CD46/HLA-DRA/HLA-DRB1/MDK/PCID2/RARA/RHOA/TGFBR2/XBP1",11
"GO:0031638","GO:0031638","zymogen activation","7/814","67/18903",0.0248036043460706,0.107973514483899,0.0813204275499449,"ASPH/CTSL/CYCS/IFI16/PERP/PGK1/PRSS3",7
"GO:0032206","GO:0032206","positive regulation of telomere maintenance","7/814","67/18903",0.0248036043460706,0.107973514483899,0.0813204275499449,"ATRX/CTNNB1/DHX36/HNRNPA2B1/MAPK1/TCP1/XRCC5",7
"GO:0051205","GO:0051205","protein insertion into membrane","7/814","67/18903",0.0248036043460706,0.107973514483899,0.0813204275499449,"CCDC47/EMC4/EMC7/HSP90AA1/TOMM20/TOMM7/TRAM1",7
"GO:0042770","GO:0042770","signal transduction in response to DNA damage","14/814","181/18903",0.0249614084084902,0.108478902707574,0.0817010615102673,"ATRX/BABAM2/CD44/CDKN1B/DDX5/GRB2/NPM1/PTTG1IP/SP100/SPRED2/TAOK1/TAOK3/USP10/WAC",14
"GO:0043409","GO:0043409","negative regulation of MAPK cascade","14/814","181/18903",0.0249614084084902,0.108478902707574,0.0817010615102673,"CAV1/DNAJA1/DUSP1/ERRFI1/FBLN1/FOXO1/LYN/PDCD4/PPIA/PTEN/RNF149/SPRED2/SYNJ2BP/TAOK3",14
"GO:0042401","GO:0042401","cellular biogenic amine biosynthetic process","5/814","39/18903",0.0250682980905848,0.108761706978501,0.0819140560055807,"ODC1/PARK7/SAT1/SMS/VPS35",5
"GO:0045616","GO:0045616","regulation of keratinocyte differentiation","5/814","39/18903",0.0250682980905848,0.108761706978501,0.0819140560055807,"ERRFI1/FOXC1/REG3A/ROCK1/ZFP36L1",5
"GO:0008584","GO:0008584","male gonad development","12/814","147/18903",0.0251721710434974,0.109121361473561,0.0821849303718399,"ATRX/CSDE1/GATA6/MEA1/NCOA4/RARA/RHOBTB3/SDC1/SF1/SOX9/UBB/YBX3",12
"GO:0032210","GO:0032210","regulation of telomere maintenance via telomerase","6/814","53/18903",0.025742247918079,0.11140696644746,0.0839063374648306,"CTNNB1/HNRNPC/HNRNPU/MAPK1/TCP1/XRCC5",6
"GO:0065002","GO:0065002","intracellular protein transmembrane transport","6/814","53/18903",0.025742247918079,0.11140696644746,0.0839063374648306,"HSPA5/SEC61B/SEC62/TOMM20/TOMM7/TRAM1",6
"GO:0042129","GO:0042129","regulation of T cell proliferation","14/814","182/18903",0.0260150488909642,0.112494001937486,0.0847250400071479,"CD24/CD46/CEBPB/CTNNB1/HES1/HLA-DRB1/HMGB1/IL6ST/NCK1/NCK2/PRKAR1A/PTEN/SELENOK/TGFBR2",14
"GO:0014032","GO:0014032","neural crest cell development","8/814","83/18903",0.0263421806280994,0.113813973112436,0.085719178438351,"CDC42/FOXC1/HES1/HIF1A/MAPK1/PDCD6/SEMA3C/SOX9",8
"GO:0046546","GO:0046546","development of primary male sexual characteristics","12/814","148/18903",0.0263644990672417,0.113815870662068,0.0857206075809335,"ATRX/CSDE1/GATA6/MEA1/NCOA4/RARA/RHOBTB3/SDC1/SF1/SOX9/UBB/YBX3",12
"GO:0034766","GO:0034766","negative regulation of ion transmembrane transport","10/814","115/18903",0.0266739251319722,0.115056184524477,0.0866547519780052,"ARL6IP5/CAB39/CALM2/CALM3/CAV1/GPR35/SRI/TMBIM6/UBQLN1/YWHAE",10
"GO:0001558","GO:0001558","regulation of cell growth","27/814","422/18903",0.0267400026108453,0.115245645055192,0.0867974444839892,"ADAM10/AKT1/BTG1/CDC42/CDKN1B/CSNK2A1/CYFIP1/DDR1/DDX3X/EI24/EIF4G2/GOLGA4/IGFBP7/MACF1/MAP3K13/MTPN/NET1/NPM1/RB1/RHOA/RTN4/SDCBP/SEMA3C/SFN/URI1/VEGFA/YAP1",27
"GO:0044706","GO:0044706","multi-multicellular organism process","16/814","218/18903",0.0268316933785064,0.115512121516097,0.0869981416627033,"AKT1/DDR1/EMP2/FBLN1/FOS/IGFBP7/ITGB4/JUNB/NR2F2/PAM/PRDX3/RARA/TGFBR2/TMED2/VEGFA/VMP1",16
"GO:0061326","GO:0061326","renal tubule development","9/814","99/18903",0.0268462427745024,0.115512121516097,0.0869981416627033,"CD24/CTNNB1/HES1/SOX9/STAT1/TACSTD2/VEGFA/WWTR1/YAP1",9
"GO:0097696","GO:0097696","receptor signaling pathway via STAT","14/814","183/18903",0.0271012502165421,0.115809823538133,0.0872223564234262,"ARL2BP/CAV1/CNOT7/HES1/IL6ST/JAK1/LEPROT/LYN/OCIAD1/OCIAD2/PARP9/SOCS3/STAT1/STAT3",14
"GO:0071496","GO:0071496","cellular response to external stimulus","22/814","328/18903",0.0271524504605096,0.115809823538133,0.0872223564234262,"AXL/DAP/DSC2/EIF2AK2/FOS/FOXO1/GLUL/HNRNPL/HSPA5/HSPA8/IFI16/LAMP2/LYN/MAPK1/MTPN/PLEC/RRAGC/SH3GLB1/SOX9/STK24/WDR45B/XBP1",22
"GO:0001783","GO:0001783","B cell apoptotic process","4/814","27/18903",0.0272271076868774,0.115809823538133,0.0872223564234262,"IRS2/LYN/ORMDL3/PTEN",4
"GO:0006614","GO:0006614","SRP-dependent cotranslational protein targeting to membrane","4/814","27/18903",0.0272271076868774,0.115809823538133,0.0872223564234262,"SEC61B/SRP14/SRP72/TRAM1",4
"GO:0031954","GO:0031954","positive regulation of protein autophosphorylation","4/814","27/18903",0.0272271076868774,0.115809823538133,0.0872223564234262,"CALM2/CALM3/DDX3X/VEGFA",4
"GO:0032511","GO:0032511","late endosome to vacuole transport via multivesicular body sorting pathway","4/814","27/18903",0.0272271076868774,0.115809823538133,0.0872223564234262,"CHMP4C/CHMP5/LEPROT/TMEM50A",4
"GO:0046755","GO:0046755","viral budding","4/814","27/18903",0.0272271076868774,0.115809823538133,0.0872223564234262,"CHMP1B/CHMP3/CHMP4C/CHMP5",4
"GO:0048207","GO:0048207","vesicle targeting, rough ER to cis-Golgi","4/814","27/18903",0.0272271076868774,0.115809823538133,0.0872223564234262,"PDCD6/TFG/TMED10/TMED2",4
"GO:0048208","GO:0048208","COPII vesicle coating","4/814","27/18903",0.0272271076868774,0.115809823538133,0.0872223564234262,"PDCD6/TFG/TMED10/TMED2",4
"GO:0051503","GO:0051503","adenine nucleotide transport","4/814","27/18903",0.0272271076868774,0.115809823538133,0.0872223564234262,"CD47/LRRC8A/SLC25A24/SLC25A5",4
"GO:0061436","GO:0061436","establishment of skin barrier","4/814","27/18903",0.0272271076868774,0.115809823538133,0.0872223564234262,"KLF4/PLEC/SFN/UGCG",4
"GO:0071280","GO:0071280","cellular response to copper ion","4/814","27/18903",0.0272271076868774,0.115809823538133,0.0872223564234262,"MT1E/MT1G/MT1X/MT2A",4
