"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050866","GO:0050866","negative regulation of cell activation","10/422","221/18903",0.0271341186557133,0.124432104256724,0.0944050690720766,"APOE/AXL/CD74/CD9/CEBPB/HLA-DRB1/HMGB1/PRKAR1A/PTEN/RUNX1",10
"GO:0043433","GO:0043433","negative regulation of DNA-binding transcription factor activity","9/422","190/18903",0.0272056989468189,0.124632267659862,0.0945569305230406,"ANXA4/HES1/ID3/KLF4/NFKBIA/NLRP2/PHB2/SP100/TAX1BP1",9
"GO:0006875","GO:0006875","cellular metal ion homeostasis","16/422","420/18903",0.0272677958348229,0.124676175880381,0.0945902431364991,"APOE/ARF1/ATP2A2/ATP6V1A/CALM2/CALM3/CCDC115/CYBRD1/HERPUD1/MT1G/MT1X/MT2A/SELENOK/TGM2/TMBIM6/YWHAE",16
"GO:0097305","GO:0097305","response to alcohol","11/422","253/18903",0.0272711671132344,0.124676175880381,0.0945902431364991,"AHR/CALM3/CLDN7/CTNNB1/FOS/GNB1/IGFBP7/LARP1/RHOA/ST6GAL1/TGFBR2",11
"GO:0016241","GO:0016241","regulation of macroautophagy","8/422","160/18903",0.0274439866064941,0.124875455935146,0.0947414344021871,"ATP6V1A/DCN/LARP1/RHEB/SH3GLB1/SLC25A5/VPS35/WAC",8
"GO:0003012","GO:0003012","muscle system process","17/422","455/18903",0.0274519627954819,0.124875455935146,0.0947414344021871,"ALDOA/ASPH/ATP2A2/CALM2/CALM3/DSC2/DSP/GATA6/GSN/IL6ST/MAP2K3/ORMDL3/PAK2/PDLIM5/RHOA/ROCK1/TRPM4",17
"GO:0061564","GO:0061564","axon development","18/422","490/18903",0.0274663819740244,0.124875455935146,0.0947414344021871,"APOE/CNP/HSP90AB1/ITGB1/JUN/KIF5B/KLF4/LAMC2/MAP3K13/NFIB/PAK2/PICALM/PTEN/RAC1/RTN4/SEMA3C/SKIL/VASP",18
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","5/422","76/18903",0.0274826754209578,0.124875455935146,0.0947414344021871,"DDX18/NPM1/RPL10L/RPL7L1/TRAF7",5
"GO:0060420","GO:0060420","regulation of heart growth","5/422","76/18903",0.0274826754209578,0.124875455935146,0.0947414344021871,"GATA6/PTEN/RUNX1/TGFBR2/YAP1",5
"GO:0086003","GO:0086003","cardiac muscle cell contraction","5/422","76/18903",0.0274826754209578,0.124875455935146,0.0947414344021871,"ATP2A2/DSC2/DSP/GSN/TRPM4",5
"GO:0032677","GO:0032677","regulation of interleukin-8 production","6/422","103/18903",0.027934464969837,0.126286534863696,0.0958120021990723,"ANXA4/CD74/HMGB1/KLF4/PARK7/STAT3",6
"GO:1903076","GO:1903076","regulation of protein localization to plasma membrane","6/422","103/18903",0.027934464969837,0.126286534863696,0.0958120021990723,"ARF6/EZR/ITGB1/KIF5B/PICALM/TMEM59",6
"GO:0030323","GO:0030323","respiratory tube development","9/422","191/18903",0.0280125211267906,0.126286534863696,0.0958120021990723,"CDC42/CRISPLD2/CTNNB1/GATA6/HES1/MAPK1/NFIB/TGFBR2/YAP1",9
"GO:0003337","GO:0003337","mesenchymal to epithelial transition involved in metanephros morphogenesis","2/422","12/18903",0.0283026747789548,0.126286534863696,0.0958120021990723,"CTNNB1/STAT1",2
"GO:0032908","GO:0032908","regulation of transforming growth factor beta1 production","2/422","12/18903",0.0283026747789548,0.126286534863696,0.0958120021990723,"GATA6/LAPTM4B",2
"GO:0036295","GO:0036295","cellular response to increased oxygen levels","2/422","12/18903",0.0283026747789548,0.126286534863696,0.0958120021990723,"ATP6V1A/CCDC115",2
"GO:0042416","GO:0042416","dopamine biosynthetic process","2/422","12/18903",0.0283026747789548,0.126286534863696,0.0958120021990723,"PARK7/VPS35",2
"GO:0042711","GO:0042711","maternal behavior","2/422","12/18903",0.0283026747789548,0.126286534863696,0.0958120021990723,"NR3C1/PTEN",2
"GO:0043380","GO:0043380","regulation of memory T cell differentiation","2/422","12/18903",0.0283026747789548,0.126286534863696,0.0958120021990723,"HLA-DRA/HLA-DRB1",2
"GO:0043589","GO:0043589","skin morphogenesis","2/422","12/18903",0.0283026747789548,0.126286534863696,0.0958120021990723,"ITGA6/ITGB4",2
"GO:0048548","GO:0048548","regulation of pinocytosis","2/422","12/18903",0.0283026747789548,0.126286534863696,0.0958120021990723,"AXL/CDC42",2
"GO:0051549","GO:0051549","positive regulation of keratinocyte migration","2/422","12/18903",0.0283026747789548,0.126286534863696,0.0958120021990723,"ADAM9/ARF6",2
"GO:0061795","GO:0061795","Golgi lumen acidification","2/422","12/18903",0.0283026747789548,0.126286534863696,0.0958120021990723,"ATP6V1A/ATP6V1F",2
"GO:0071472","GO:0071472","cellular response to salt stress","2/422","12/18903",0.0283026747789548,0.126286534863696,0.0958120021990723,"XRCC5/ZFP36L1",2
"GO:1902950","GO:1902950","regulation of dendritic spine maintenance","2/422","12/18903",0.0283026747789548,0.126286534863696,0.0958120021990723,"APOE/VPS35",2
"GO:1903867","GO:1903867","extraembryonic membrane development","2/422","12/18903",0.0283026747789548,0.126286534863696,0.0958120021990723,"HTRA1/TMED2",2
"GO:1904350","GO:1904350","regulation of protein catabolic process in the vacuole","2/422","12/18903",0.0283026747789548,0.126286534863696,0.0958120021990723,"LAPTM4B/VPS35",2
"GO:2000009","GO:2000009","negative regulation of protein localization to cell surface","2/422","12/18903",0.0283026747789548,0.126286534863696,0.0958120021990723,"ARF6/PICALM",2
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","14/422","354/18903",0.0285150505674218,0.126398361916906,0.0958968439747975,"ADAMTS1/ARID1A/DUSP1/KLF4/KMT2E/MUC1/PHB2/PSME1/PTEN/RAB11A/WAC/ZFP36L1/ZFP36L2/ZNF207",14
"GO:0010043","GO:0010043","response to zinc ion","4/422","52/18903",0.0285826865025007,0.126398361916906,0.0958968439747975,"MT1G/MT1X/MT2A/PAM",4
"GO:0010543","GO:0010543","regulation of platelet activation","4/422","52/18903",0.0285826865025007,0.126398361916906,0.0958968439747975,"APOE/CD9/FUNDC2/IL6ST",4
"GO:0016574","GO:0016574","histone ubiquitination","4/422","52/18903",0.0285826865025007,0.126398361916906,0.0958968439747975,"PARK7/UBE2A/UBE2B/WAC",4
"GO:0046622","GO:0046622","positive regulation of organ growth","4/422","52/18903",0.0285826865025007,0.126398361916906,0.0958968439747975,"GATA6/SERP1/YAP1/YBX3",4
"GO:0051452","GO:0051452","intracellular pH reduction","4/422","52/18903",0.0285826865025007,0.126398361916906,0.0958968439747975,"ATP6V1A/ATP6V1F/CCDC115/RAB7A",4
"GO:0051496","GO:0051496","positive regulation of stress fiber assembly","4/422","52/18903",0.0285826865025007,0.126398361916906,0.0958968439747975,"CD47/CDC42/RAC1/RHOA",4
"GO:0061462","GO:0061462","protein localization to lysosome","4/422","52/18903",0.0285826865025007,0.126398361916906,0.0958968439747975,"HSPA8/LAMP2/RAB7A/RTN4",4
"GO:0097479","GO:0097479","synaptic vesicle localization","4/422","52/18903",0.0285826865025007,0.126398361916906,0.0958968439747975,"CTNNB1/KIF5B/PICALM/PTEN",4
"GO:0001778","GO:0001778","plasma membrane repair","3/422","30/18903",0.0287165324094264,0.126483047963717,0.0959610942110724,"CHMP1B/CHMP3/CHMP5",3
"GO:0009651","GO:0009651","response to salt stress","3/422","30/18903",0.0287165324094264,0.126483047963717,0.0959610942110724,"HSP90AB1/XRCC5/ZFP36L1",3
"GO:0070979","GO:0070979","protein K11-linked ubiquitination","3/422","30/18903",0.0287165324094264,0.126483047963717,0.0959610942110724,"UBE2A/UBE2B/UBE2D3",3
"GO:0090140","GO:0090140","regulation of mitochondrial fission","3/422","30/18903",0.0287165324094264,0.126483047963717,0.0959610942110724,"DCN/INF2/VPS35",3
"GO:0009132","GO:0009132","nucleoside diphosphate metabolic process","7/422","132/18903",0.0287719170065381,0.126483047963717,0.0959610942110724,"ADPGK/ALDOA/CMPK1/LDHA/STAT3/TJP2/ZBTB20",7
"GO:0051983","GO:0051983","regulation of chromosome segregation","7/422","132/18903",0.0287719170065381,0.126483047963717,0.0959610942110724,"ARID1A/CSNK2A1/DUSP1/HNRNPU/PLSCR1/PUM1/ZNF207",7
"GO:0031334","GO:0031334","positive regulation of protein-containing complex assembly","9/422","192/18903",0.0288360280498541,0.126640115313434,0.0960802592295179,"ARF6/ARPC2/BAIAP2L2/GRB2/PARK7/RAC1/RHOA/SH3GLB1/VASP",9
"GO:0009135","GO:0009135","purine nucleoside diphosphate metabolic process","6/422","104/18903",0.0291090134474392,0.127212946133667,0.0965148587524763,"ADPGK/ALDOA/LDHA/STAT3/TJP2/ZBTB20",6
"GO:0009179","GO:0009179","purine ribonucleoside diphosphate metabolic process","6/422","104/18903",0.0291090134474392,0.127212946133667,0.0965148587524763,"ADPGK/ALDOA/LDHA/STAT3/TJP2/ZBTB20",6
"GO:0014896","GO:0014896","muscle hypertrophy","6/422","104/18903",0.0291090134474392,0.127212946133667,0.0965148587524763,"ATP2A2/GATA6/IL6ST/PAK2/PDLIM5/ROCK1",6
"GO:0015914","GO:0015914","phospholipid transport","6/422","104/18903",0.0291090134474392,0.127212946133667,0.0965148587524763,"APOE/ATP10B/NPC2/PITPNB/PLSCR1/SCP2",6
"GO:0032637","GO:0032637","interleukin-8 production","6/422","104/18903",0.0291090134474392,0.127212946133667,0.0965148587524763,"ANXA4/CD74/HMGB1/KLF4/PARK7/STAT3",6
"GO:0072665","GO:0072665","protein localization to vacuole","5/422","78/18903",0.0303062187848973,0.13211427289451,0.100233433586247,"HSPA8/LAMP2/RAB7A/RTN4/SH3GLB1",5
"GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production","6/422","105/18903",0.0303155784673018,0.13211427289451,0.100233433586247,"HMGB1/IFNGR1/SELENOK/SPON2/STAT3/ZBTB20",6
"GO:0016311","GO:0016311","dephosphorylation","14/422","357/18903",0.0303193669753424,0.13211427289451,0.100233433586247,"ARPP19/CALM2/CALM3/DUSP1/HSP90AB1/IQGAP1/PPIA/PPM1B/PPP1CB/PPP1R2/PPP2R5C/PTEN/ROCK1/YWHAE",14
"GO:0006890","GO:0006890","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","4/422","53/18903",0.0303894371738875,0.132161470438485,0.100269241767951,"ARCN1/ARF3/ARF4/PITPNB",4
"GO:0071622","GO:0071622","regulation of granulocyte chemotaxis","4/422","53/18903",0.0303894371738875,0.132161470438485,0.100269241767951,"CD74/MAPK1/RAC1/S100A14",4
"GO:0009060","GO:0009060","aerobic respiration","9/422","194/18903",0.030533704265741,0.132530533495853,0.100549245257652,"COX4I1/COX6C/COX7C/GHITM/NDUFA13/NDUFB2/PARK7/RHOA/UQCRB",9
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process","9/422","194/18903",0.030533704265741,0.132530533495853,0.100549245257652,"APOE/EIF3H/HERPUD1/HSP90AB1/PARK7/PSME1/RBX1/SUMO2/WAC",9
"GO:0002230","GO:0002230","positive regulation of defense response to virus by host","3/422","31/18903",0.0312809884543508,0.135247839615613,0.102610831159927,"PARP9/SELENOK/STAT1",3
"GO:0033688","GO:0033688","regulation of osteoblast proliferation","3/422","31/18903",0.0312809884543508,0.135247839615613,0.102610831159927,"EIF2AK2/ITGAV/RHOA",3
"GO:0051491","GO:0051491","positive regulation of filopodium assembly","3/422","31/18903",0.0312809884543508,0.135247839615613,0.102610831159927,"AGRN/ARAP1/CDC42",3
"GO:0060603","GO:0060603","mammary gland duct morphogenesis","3/422","31/18903",0.0312809884543508,0.135247839615613,0.102610831159927,"AREG/NR3C1/PHB2",3
"GO:0042102","GO:0042102","positive regulation of T cell proliferation","6/422","106/18903",0.0315544353725507,0.136298054823157,0.103407616200258,"CD24/HES1/HMGB1/IL6ST/SELENOK/TGFBR2",6
"GO:0002292","GO:0002292","T cell differentiation involved in immune response","5/422","79/18903",0.0317838531599407,0.137156240618622,0.104058710946115,"HLA-DRA/HLA-DRB1/HMGB1/JUNB/STAT3",5
"GO:0051494","GO:0051494","negative regulation of cytoskeleton organization","8/422","165/18903",0.0321274881307239,0.138505171052454,0.10508212746342,"ADD3/ARAP1/CAPZA2/GSN/NPM1/PAK2/TJP1/WASF2",8
"GO:0030857","GO:0030857","negative regulation of epithelial cell differentiation","4/422","54/18903",0.0322621241806516,0.138951349511648,0.105420637436472,"CTNNB1/HES1/STAT1/YAP1",4
"GO:0032963","GO:0032963","collagen metabolic process","6/422","107/18903",0.0328258471526011,0.139675239797532,0.105969843871963,"CTSS/ITGB1/MMP7/PCOLCE/RUNX1/VIM",6
"GO:0005513","GO:0005513","detection of calcium ion","2/422","13/18903",0.0329623548872257,0.139675239797532,0.105969843871963,"CALM2/CALM3",2
"GO:0010745","GO:0010745","negative regulation of macrophage derived foam cell differentiation","2/422","13/18903",0.0329623548872257,0.139675239797532,0.105969843871963,"ITGAV/NFKBIA",2
"GO:0034333","GO:0034333","adherens junction assembly","2/422","13/18903",0.0329623548872257,0.139675239797532,0.105969843871963,"CTNNB1/PAK2",2
"GO:0036462","GO:0036462","TRAIL-activated apoptotic signaling pathway","2/422","13/18903",0.0329623548872257,0.139675239797532,0.105969843871963,"PARK7/PTEN",2
"GO:0042921","GO:0042921","glucocorticoid receptor signaling pathway","2/422","13/18903",0.0329623548872257,0.139675239797532,0.105969843871963,"ARID1A/NR3C1",2
"GO:0043379","GO:0043379","memory T cell differentiation","2/422","13/18903",0.0329623548872257,0.139675239797532,0.105969843871963,"HLA-DRA/HLA-DRB1",2
"GO:0051036","GO:0051036","regulation of endosome size","2/422","13/18903",0.0329623548872257,0.139675239797532,0.105969843871963,"CHMP3/RAB11A",2
"GO:0051280","GO:0051280","negative regulation of release of sequestered calcium ion into cytosol","2/422","13/18903",0.0329623548872257,0.139675239797532,0.105969843871963,"CALM2/CALM3",2
"GO:0060746","GO:0060746","parental behavior","2/422","13/18903",0.0329623548872257,0.139675239797532,0.105969843871963,"NR3C1/PTEN",2
"GO:0071481","GO:0071481","cellular response to X-ray","2/422","13/18903",0.0329623548872257,0.139675239797532,0.105969843871963,"NUCKS1/XRCC5",2
"GO:0098935","GO:0098935","dendritic transport","2/422","13/18903",0.0329623548872257,0.139675239797532,0.105969843871963,"HNRNPU/KIF5B",2
"GO:1900242","GO:1900242","regulation of synaptic vesicle endocytosis","2/422","13/18903",0.0329623548872257,0.139675239797532,0.105969843871963,"CALM3/ROCK1",2
"GO:1903599","GO:1903599","positive regulation of autophagy of mitochondrion","2/422","13/18903",0.0329623548872257,0.139675239797532,0.105969843871963,"PARK7/SLC25A5",2
"GO:1903961","GO:1903961","positive regulation of anion transmembrane transport","2/422","13/18903",0.0329623548872257,0.139675239797532,0.105969843871963,"ARL6IP1/ITGB1",2
"GO:2001046","GO:2001046","positive regulation of integrin-mediated signaling pathway","2/422","13/18903",0.0329623548872257,0.139675239797532,0.105969843871963,"EMP2/LIMS1",2
"GO:2001198","GO:2001198","regulation of dendritic cell differentiation","2/422","13/18903",0.0329623548872257,0.139675239797532,0.105969843871963,"CEBPB/HMGB1",2
"GO:0051250","GO:0051250","negative regulation of lymphocyte activation","8/422","166/18903",0.0331257486836335,0.14023443133432,0.10639409544249,"AXL/CD74/CEBPB/HLA-DRB1/HMGB1/PRKAR1A/PTEN/RUNX1",8
"GO:1901184","GO:1901184","regulation of ERBB signaling pathway","5/422","80/18903",0.0333058155196038,0.140863079477225,0.1068710428646,"AREG/IFI6/NUP62/RAB7A/RTN4",5
"GO:0048588","GO:0048588","developmental cell growth","10/422","229/18903",0.0334532376895308,0.14135260091921,0.107242436612371,"APOE/CTNNB1/HSP90AB1/IQGAP1/ITGB1/MAP3K13/PDLIM5/RTN4/SEMA3C/TGFBR2",10
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","11/422","262/18903",0.0339188851111926,0.142287273817258,0.107951561158862,"AXL/DSC2/EIF2AK2/FOS/GLUL/HSPA8/IFI16/LAMP2/MAPK1/RRAGC/SH3GLB1",11
"GO:0003338","GO:0003338","metanephros morphogenesis","3/422","32/18903",0.0339614402992782,0.142287273817258,0.107951561158862,"CTNNB1/HES1/STAT1",3
"GO:0006613","GO:0006613","cotranslational protein targeting to membrane","3/422","32/18903",0.0339614402992782,0.142287273817258,0.107951561158862,"ARL6IP1/SRP14/TRAM1",3
"GO:0007435","GO:0007435","salivary gland morphogenesis","3/422","32/18903",0.0339614402992782,0.142287273817258,0.107951561158862,"NFIB/SEMA3C/TGM2",3
"GO:0019082","GO:0019082","viral protein processing","3/422","32/18903",0.0339614402992782,0.142287273817258,0.107951561158862,"GALNT1/PARP9/ST6GAL1",3
"GO:0032770","GO:0032770","positive regulation of monooxygenase activity","3/422","32/18903",0.0339614402992782,0.142287273817258,0.107951561158862,"APOE/CALM3/PARK7",3
"GO:0045070","GO:0045070","positive regulation of viral genome replication","3/422","32/18903",0.0339614402992782,0.142287273817258,0.107951561158862,"LARP1/PABPC1/PPIA",3
"GO:1902235","GO:1902235","regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","3/422","32/18903",0.0339614402992782,0.142287273817258,0.107951561158862,"HERPUD1/PARK7/TMBIM6",3
"GO:1903955","GO:1903955","positive regulation of protein targeting to mitochondrion","3/422","32/18903",0.0339614402992782,0.142287273817258,0.107951561158862,"SH3GLB1/UBE2D3/UBL5",3
"GO:0019882","GO:0019882","antigen processing and presentation","6/422","108/18903",0.034130064305267,0.142319596780363,0.107976084183549,"CD74/CTSS/HLA-DRA/HLA-DRB1/HLA-DRB5/PSME1",6
"GO:0071897","GO:0071897","DNA biosynthetic process","9/422","198/18903",0.0341358140953873,0.142319596780363,0.107976084183549,"CTNNB1/HNRNPA2B1/HNRNPC/HNRNPU/HSP90AB1/KLF4/MAPK1/NOP10/XRCC5",9
"GO:0030307","GO:0030307","positive regulation of cell growth","8/422","167/18903",0.0341449298706972,0.142319596780363,0.107976084183549,"CDC42/CSNK2A1/EIF4G2/KRT17/MAP3K13/RHOA/SFN/YAP1",8
"GO:0010761","GO:0010761","fibroblast migration","4/422","55/18903",0.0342009971930756,0.142319596780363,0.107976084183549,"IQGAP1/ITGB1/PDLIM1/RAC1",4
"GO:0043616","GO:0043616","keratinocyte proliferation","4/422","55/18903",0.0342009971930756,0.142319596780363,0.107976084183549,"AREG/SFN/YAP1/ZFP36L1",4
"GO:0071385","GO:0071385","cellular response to glucocorticoid stimulus","4/422","55/18903",0.0342009971930756,0.142319596780363,0.107976084183549,"HNRNPU/NR3C1/ZFP36L1/ZFP36L2",4
"GO:2000107","GO:2000107","negative regulation of leukocyte apoptotic process","4/422","55/18903",0.0342009971930756,0.142319596780363,0.107976084183549,"AXL/CD74/ORMDL3/ST6GAL1",4
"GO:0034101","GO:0034101","erythrocyte homeostasis","7/422","137/18903",0.0342243225785139,0.142319596780363,0.107976084183549,"AXL/KMT2E/PTBP3/SLC25A5/STAT1/STAT3/ZFP36L1",7
"GO:0006473","GO:0006473","protein acetylation","10/422","230/18903",0.0343098173003978,0.142542276344856,0.108145028362324,"DDX21/EID1/GLYR1/KMT2E/MORF4L1/MUC1/PARK7/SET/SETD5/SF3B1",10
"GO:0048872","GO:0048872","homeostasis of number of cells","12/422","296/18903",0.0346401045465148,0.143780601382836,0.109084529959943,"AXL/CD74/FSTL1/HMGB1/KMT2E/PTBP3/SKIL/SLC25A5/STAT1/STAT3/XIAP/ZFP36L1",12
"GO:0120193","GO:0120193","tight junction organization","5/422","81/18903",0.0348723894027288,0.144610224456297,0.10971395452864,"CLDN7/PAK2/PECAM1/ROCK1/TJP1",5
"GO:0002685","GO:0002685","regulation of leukocyte migration","10/422","231/18903",0.0351816110566282,0.145501703853422,0.110390308710421,"CD47/CD74/CD9/DUSP1/HMGB1/MAPK1/RAC1/RHOA/S100A14/SELENOK",10
"GO:0031669","GO:0031669","cellular response to nutrient levels","10/422","231/18903",0.0351816110566282,0.145501703853422,0.110390308710421,"DSC2/EIF2AK2/FOS/GLUL/HSPA8/IFI16/LAMP2/MAPK1/RRAGC/SH3GLB1",10
"GO:0048639","GO:0048639","positive regulation of developmental growth","8/422","168/18903",0.0351851946342094,0.145501703853422,0.110390308710421,"AGRN/EZR/GATA6/MAP3K13/SERP1/TGFBR2/YAP1/YBX3",8
