"","x"
"3642","Excitatory"
"3643","OD Mature"
"3644","OD Immature"
"3645","Excitatory"
"3646","OD Immature"
"3647","OD Mature"
"3648","OD Mature"
"3649","Microglia"
"3650","OD Immature"
"3651","Excitatory"
"3652","Excitatory"
"3653","Microglia"
"3654","Astrocyte"
"3655","OD Mature"
"3656","OD Mature"
"3657","Microglia"
"3658","Microglia"
"3659","Excitatory"
"3660","OD Mature"
"3661","Excitatory"
"3662","Excitatory"
"3663","Excitatory"
"3664","OD Mature"
"3665","OD Mature"
"3666","Excitatory"
"3667","OD Mature"
"3668","Microglia"
"3669","OD Mature"
"3670","Excitatory"
"3671","OD Immature"
"3672","Excitatory"
"3673","Excitatory"
"3674","Endothelial"
"3675","OD Immature"
"3676","OD Immature"
"3677","OD Mature"
"3678","OD Mature"
"3679","OD Mature"
"3680","Excitatory"
"3681","Excitatory"
"3682","Microglia"
"3683","Mural"
"3684","Mural"
"3685","OD Mature"
"3686","Mural"
"3687","Microglia"
"3688","OD Immature"
"3689","Excitatory"
"3690","OD Mature"
"3691","Excitatory"
"3692","Excitatory"
"3693","OD Mature"
"3694","OD Mature"
"3695","OD Immature"
"3696","OD Immature"
"3697","Ependymal"
"3698","OD Mature"
"3699","Excitatory"
"3700","OD Mature"
"3701","OD Mature"
"3702","OD Mature"
"3703","Excitatory"
"3704","OD Mature"
"3705","Excitatory"
"3706","Endothelial"
"3707","OD Mature"
"3708","Excitatory"
"3709","OD Mature"
"3710","OD Mature"
"3711","OD Mature"
"3712","OD Mature"
"3713","Microglia"
"3714","Excitatory"
"3715","Microglia"
"3716","Microglia"
"3717","OD Mature"
"3718","OD Immature"
"3719","OD Immature"
"3720","Astrocyte"
"3721","OD Mature"
"3722","OD Mature"
"3723","Microglia"
"3724","Excitatory"
"3725","Endothelial"
"3726","OD Mature"
"3727","OD Mature"
"3728","OD Mature"
"3729","OD Mature"
"3730","OD Mature"
"3731","Microglia"
"3732","OD Mature"
"3733","Excitatory"
"3734","Excitatory"
"3735","OD Mature"
"3736","OD Mature"
"3737","Mural"
"3738","OD Mature"
"3739","OD Immature"
"3740","OD Mature"
"3741","Microglia"
"3742","OD Mature"
"3743","Microglia"
"3744","OD Mature"
"3745","Excitatory"
"3746","OD Immature"
"3747","OD Mature"
"3748","OD Mature"
"3749","OD Immature"
"3750","Excitatory"
"3751","OD Mature"
"3752","Excitatory"
"3753","Microglia"
"3754","OD Mature"
"3755","Excitatory"
"3756","OD Mature"
"3757","OD Immature"
"3758","Excitatory"
"3759","OD Mature"
"3760","OD Mature"
"3761","Excitatory"
"3762","Excitatory"
"3763","OD Immature"
"3764","Excitatory"
"3765","Excitatory"
"3766","OD Mature"
"3767","Excitatory"
"3768","OD Immature"
"3769","Excitatory"
"3770","OD Mature"
"3771","OD Mature"
"3772","OD Mature"
"3773","OD Mature"
"3774","Astrocyte"
"3775","Astrocyte"
"3776","Microglia"
"3777","OD Mature"
"3778","OD Mature"
"3779","Excitatory"
"3780","OD Mature"
"3781","Astrocyte"
"3782","Astrocyte"
"3783","Excitatory"
"3784","OD Immature"
"3785","Mural"
"3786","OD Mature"
"3787","OD Immature"
"3788","Excitatory"
"3789","Endothelial"
"3790","Excitatory"
"3791","OD Immature"
"3792","OD Mature"
"3793","OD Immature"
"3794","Astrocyte"
"3795","OD Mature"
"3796","OD Mature"
"3797","OD Mature"
"3798","OD Mature"
"3799","OD Immature"
"3800","Excitatory"
"3801","Excitatory"
"3802","Astrocyte"
"3803","Excitatory"
"3804","OD Mature"
"3805","OD Mature"
"3806","OD Mature"
"3807","Excitatory"
"3808","Excitatory"
"3809","OD Mature"
"3810","Endothelial"
"3811","Excitatory"
"3812","Excitatory"
"3813","Excitatory"
"3814","Excitatory"
"3815","Mural"
"3816","Excitatory"
"3817","OD Immature"
"3818","OD Mature"
"3819","Microglia"
"3820","OD Immature"
"3821","Excitatory"
"3822","OD Immature"
"3823","Astrocyte"
"3824","OD Mature"
"3825","OD Mature"
"3826","OD Mature"
"3827","OD Mature"
"3828","OD Mature"
"3829","OD Mature"
"3830","OD Mature"
"3831","Excitatory"
"3832","OD Mature"
"3833","OD Mature"
"3834","Excitatory"
"3835","OD Immature"
"3836","OD Mature"
"3837","Endothelial"
"3838","Astrocyte"
"3839","Excitatory"
"3840","Excitatory"
"3841","OD Immature"
"3842","Astrocyte"
"3843","OD Mature"
"3844","Excitatory"
"3845","Excitatory"
"3846","Excitatory"
"3847","OD Mature"
"3848","Excitatory"
"3849","OD Mature"
"3850","Excitatory"
"3851","OD Mature"
"3852","OD Mature"
"3853","OD Immature"
"3854","OD Immature"
"3855","Astrocyte"
"3856","Astrocyte"
"3857","Endothelial"
"3858","Endothelial"
"3859","OD Mature"
"3860","Endothelial"
"3861","OD Mature"
"3862","OD Mature"
"3863","OD Mature"
"3864","OD Mature"
"3865","Excitatory"
"3866","OD Mature"
"3867","Astrocyte"
"3868","OD Mature"
"3869","Microglia"
"3870","OD Mature"
"3871","OD Mature"
"3872","OD Mature"
"3873","OD Mature"
"3874","Excitatory"
"3875","OD Mature"
"3876","Excitatory"
"3877","Mural"
"3878","Astrocyte"
"3879","OD Mature"
"3880","OD Mature"
"3881","OD Mature"
"3882","OD Mature"
"3883","Excitatory"
"3884","OD Mature"
"3885","Excitatory"
"3886","Excitatory"
"3887","Astrocyte"
"3888","Astrocyte"
"3889","OD Mature"
"3890","Mural"
"3891","OD Mature"
"3892","OD Mature"
"3893","OD Mature"
"3894","OD Mature"
"3895","Excitatory"
"3896","Astrocyte"
"3897","OD Mature"
"3898","OD Mature"
"3899","OD Mature"
"3900","OD Mature"
"3901","Mural"
"3902","OD Mature"
"3903","Excitatory"
"3904","OD Immature"
"3905","OD Mature"
"3906","Endothelial"
"3907","Excitatory"
"3908","OD Mature"
"3909","OD Mature"
"3910","Endothelial"
"3911","OD Mature"
"3912","Excitatory"
"3913","Excitatory"
"3914","OD Mature"
"3915","OD Mature"
"3916","Excitatory"
"3917","OD Immature"
"3918","OD Mature"
"3919","OD Mature"
"3920","Endothelial"
"3921","Astrocyte"
"3922","OD Mature"
"3923","Excitatory"
"3924","Excitatory"
"3925","OD Mature"
"3926","Excitatory"
"3927","Microglia"
"3928","OD Mature"
"3929","Excitatory"
"3930","OD Mature"
"3931","Excitatory"
"3932","OD Mature"
"3933","OD Mature"
"3934","Excitatory"
"3935","OD Mature"
"3936","Mural"
"3937","Endothelial"
"3938","Astrocyte"
"3939","OD Mature"
"3940","Mural"
"3941","OD Mature"
"3942","Excitatory"
"3943","Excitatory"
"3944","Mural"
"3945","OD Mature"
"3946","OD Mature"
"3947","OD Mature"
"3948","Excitatory"
"3949","OD Mature"
"3950","OD Mature"
"3951","Excitatory"
"3952","Excitatory"
"3953","OD Immature"
"3954","OD Mature"
"3955","OD Mature"
"3956","Excitatory"
"3957","OD Immature"
"3958","Excitatory"
"3959","Excitatory"
"3960","OD Mature"
"3961","OD Mature"
"3962","OD Mature"
"3963","Excitatory"
"3964","OD Mature"
"3965","OD Mature"
"3966","OD Mature"
"3967","OD Mature"
"3968","OD Mature"
"3969","Excitatory"
"3970","Microglia"
"3971","OD Immature"
"3972","OD Immature"
"3973","OD Mature"
"3974","OD Mature"
"3975","OD Mature"
"3976","Excitatory"
"3977","Microglia"
"3978","Excitatory"
"3979","OD Immature"
"3980","OD Mature"
"3981","OD Mature"
"3982","OD Mature"
"3983","Excitatory"
"3984","Astrocyte"
"3985","Excitatory"
"3986","OD Mature"
"3987","OD Mature"
"3988","OD Mature"
"3989","OD Mature"
"3990","Microglia"
"3991","Excitatory"
"3992","OD Mature"
"3993","OD Mature"
"3994","OD Mature"
"3995","OD Mature"
"3996","Mural"
"3997","OD Mature"
"3998","Mural"
"3999","OD Mature"
"4000","OD Immature"
"4001","Excitatory"
"4002","OD Mature"
"4003","OD Mature"
"4004","OD Mature"
"4005","Astrocyte"
"4006","OD Immature"
"4007","OD Mature"
"4008","Astrocyte"
"4009","OD Immature"
"4010","OD Mature"
"4011","OD Mature"
"4012","Excitatory"
"4013","OD Immature"
"4014","OD Immature"
"4015","OD Mature"
"4016","Mural"
"4017","Excitatory"
"4018","OD Mature"
"4019","OD Mature"
"4020","Excitatory"
"4021","OD Mature"
"4022","Excitatory"
"4023","Excitatory"
"4024","Endothelial"
"4025","Excitatory"
"4026","OD Mature"
"4027","Astrocyte"
"4028","OD Mature"
"4029","OD Immature"
"4030","Excitatory"
"4031","Endothelial"
"4032","OD Mature"
"4033","Excitatory"
"4034","OD Mature"
"4035","Endothelial"
"4036","Mural"
"4037","OD Mature"
"4038","OD Mature"
"4039","OD Mature"
"4040","OD Immature"
"4041","OD Mature"
"4042","Astrocyte"
"4043","Excitatory"
"4044","OD Mature"
"4045","OD Mature"
"4046","Excitatory"
"4047","Excitatory"
"4048","Excitatory"
"4049","OD Mature"
"4050","Mural"
"4051","OD Mature"
"4052","Excitatory"
"4053","Mural"
"4054","OD Immature"
"4055","Excitatory"
"4056","OD Mature"
"4057","OD Mature"
"4058","OD Mature"
"4059","OD Mature"
"4060","Excitatory"
"4061","Excitatory"
"4062","OD Mature"
"4063","Excitatory"
"4064","OD Immature"
"4065","OD Mature"
"4066","OD Immature"
"4067","OD Mature"
"4068","Microglia"
"4069","OD Mature"
"4070","OD Mature"
"4071","OD Immature"
"4072","OD Mature"
"4073","OD Mature"
"4074","Endothelial"
"4075","Excitatory"
"4076","OD Mature"
"4077","OD Mature"
"4078","OD Mature"
"4079","OD Mature"
"4080","Excitatory"
"4081","Excitatory"
"4082","Excitatory"
"4083","OD Mature"
"4084","OD Mature"
"4085","OD Immature"
"4086","Excitatory"
"4087","Excitatory"
"4088","OD Immature"
"4089","OD Mature"
"4090","OD Immature"
"4091","OD Immature"
"4092","Astrocyte"
"4093","Microglia"
"4094","OD Mature"
"4095","Excitatory"
"4096","Excitatory"
"4097","OD Mature"
"4098","OD Mature"
"4099","OD Mature"
"4100","Excitatory"
"4101","OD Mature"
"4102","Excitatory"
"4103","Excitatory"
"4104","Ependymal"
"4105","Excitatory"
"4106","OD Immature"
"4107","OD Mature"
"4108","OD Mature"
"4109","Excitatory"
"4110","Excitatory"
"4111","OD Mature"
"4112","OD Mature"
"4113","OD Mature"
"4114","Astrocyte"
"4115","Endothelial"
"4116","Excitatory"
"4117","OD Mature"
"4118","OD Mature"
"4119","Excitatory"
"4120","OD Mature"
"4121","OD Mature"
"4122","OD Mature"
"4123","OD Mature"
"4124","Excitatory"
"4125","OD Mature"
"4126","OD Mature"
"4127","Excitatory"
"4128","Excitatory"
"4129","OD Mature"
"4130","OD Immature"
"4131","Excitatory"
"4132","OD Mature"
"4133","OD Mature"
"4134","OD Mature"
"4135","OD Mature"
"4136","Endothelial"
"4137","Excitatory"
"4138","OD Mature"
"4139","OD Immature"
"4140","OD Mature"
"4141","OD Immature"
"4142","Excitatory"
"4143","OD Mature"
"4144","OD Mature"
"4145","OD Mature"
"4146","Microglia"
"4147","OD Mature"
"4148","OD Mature"
"4149","OD Mature"
"4150","Excitatory"
"4151","Astrocyte"
"4152","OD Mature"
"4153","OD Mature"
"4154","Mural"
"4155","OD Mature"
"4156","OD Mature"
"4157","Excitatory"
"4158","Excitatory"
"4159","Mural"
"4160","OD Mature"
"4161","OD Mature"
"4162","Excitatory"
"4163","Astrocyte"
"4164","OD Mature"
"4165","OD Mature"
"4166","OD Mature"
"4167","Endothelial"
"4168","Endothelial"
"4169","OD Mature"
"4170","OD Mature"
"4171","OD Mature"
"4172","Excitatory"
"4173","Excitatory"
"4174","Excitatory"
"4175","OD Mature"
"4176","OD Mature"
"4177","OD Mature"
"4178","Excitatory"
"4179","OD Mature"
"4180","OD Mature"
"4181","Excitatory"
"4182","Astrocyte"
"4183","OD Mature"
"4184","OD Mature"
"4185","Excitatory"
"4186","Microglia"
"4187","Astrocyte"
"4188","Mural"
"4189","Excitatory"
"4190","OD Mature"
"4191","OD Mature"
"4192","Excitatory"
"4193","OD Mature"
"4194","OD Mature"
"4195","OD Mature"
"4196","Excitatory"
"4197","OD Immature"
"4198","Excitatory"
"4199","Excitatory"
"4200","OD Mature"
"4201","OD Mature"
"4202","Excitatory"
"4203","OD Immature"
"4204","Microglia"
"4205","OD Mature"
"4206","OD Mature"
"4207","OD Immature"
"4208","Excitatory"
"4209","Excitatory"
"4210","Excitatory"
"4211","Astrocyte"
"4212","OD Mature"
"4213","Excitatory"
"4214","OD Mature"
"4215","Excitatory"
"4216","Excitatory"
"4217","Excitatory"
"4218","Excitatory"
"4219","OD Mature"
"4220","OD Mature"
"4221","OD Mature"
"4222","OD Mature"
"4223","OD Mature"
"4224","Astrocyte"
"4225","Excitatory"
"4226","OD Immature"
"4227","Excitatory"
"4228","OD Mature"
"4229","Excitatory"
"4230","OD Immature"
"4231","Excitatory"
"4232","OD Mature"
"4233","Excitatory"
"4234","OD Immature"
"4235","OD Immature"
"4236","Excitatory"
"4237","OD Mature"
"4238","OD Immature"
"4239","OD Mature"
"4240","OD Mature"
"4241","Microglia"
"4242","OD Mature"
"4243","Excitatory"
"4244","Excitatory"
"4245","Astrocyte"
"4246","Endothelial"
"4247","Microglia"
"4248","OD Mature"
"4249","Endothelial"
"4250","OD Mature"
"4251","OD Mature"
"4252","Excitatory"
"4253","Microglia"
"4254","OD Mature"
"4255","OD Mature"
"4256","Excitatory"
"4257","OD Mature"
"4258","OD Mature"
"4259","Astrocyte"
"4260","OD Mature"
"4261","Excitatory"
"4262","OD Mature"
"4263","Excitatory"
"4264","OD Mature"
"4265","OD Mature"
"4266","OD Mature"
"4267","Excitatory"
"4268","Excitatory"
"4269","Excitatory"
"4270","Excitatory"
"4271","Excitatory"
"4272","OD Mature"
"4273","Excitatory"
"4274","OD Mature"
"4275","Excitatory"
"4276","Excitatory"
"4277","OD Mature"
"4278","OD Mature"
"4279","OD Mature"
"4280","OD Mature"
"4281","OD Mature"
"4282","OD Mature"
"4283","OD Mature"
"4284","Excitatory"
"4285","OD Mature"
"4286","OD Mature"
"4287","Excitatory"
"4288","OD Immature"
"4289","Excitatory"
"4290","OD Mature"
"4291","Excitatory"
"4292","OD Immature"
"4293","OD Mature"
"4294","OD Mature"
"4295","OD Mature"
"4296","Excitatory"
"4297","Excitatory"
"4298","Excitatory"
"4299","OD Mature"
"4300","OD Mature"
"4301","OD Mature"
"4302","OD Mature"
"4303","Excitatory"
"4304","Microglia"
"4305","OD Mature"
"4306","Excitatory"
"4307","Excitatory"
"4308","Excitatory"
"4309","Excitatory"
"4310","Excitatory"
"4311","OD Mature"
"4312","Microglia"
"4313","OD Immature"
"4314","OD Mature"
"4315","Endothelial"
"4316","Excitatory"
"4317","OD Mature"
"4318","Excitatory"
"4319","OD Mature"
"4320","OD Mature"
"4321","Mural"
"4322","Excitatory"
"4323","OD Mature"
"4324","Mural"
"4325","OD Mature"
"4326","Mural"
"4327","OD Mature"
"4328","Mural"
"4329","OD Mature"
"4330","OD Immature"
"4331","OD Mature"
"4332","OD Mature"
"4333","Excitatory"
"4334","OD Mature"
"4335","Astrocyte"
"4336","OD Immature"
"4337","Mural"
"4338","Excitatory"
"4339","OD Mature"
"4340","OD Mature"
"4341","OD Mature"
"4342","Microglia"
"4343","Astrocyte"
"4344","OD Mature"
"4345","Excitatory"
"4346","OD Mature"
"4347","Astrocyte"
"4348","Excitatory"
"4349","OD Mature"
"4350","OD Mature"
"4351","OD Mature"
"4352","Excitatory"
"4353","OD Mature"
"4354","OD Mature"
"4355","Endothelial"
"4356","OD Mature"
"4357","OD Mature"
"4358","OD Immature"
"4359","OD Mature"
"4360","Excitatory"
"4361","Endothelial"
"4362","Excitatory"
"4363","OD Mature"
"4364","OD Mature"
"4365","OD Mature"
"4366","Excitatory"
"4367","Excitatory"
"4368","OD Immature"
"4369","Mural"
"4370","OD Mature"
"4371","OD Mature"
"4372","OD Mature"
"4373","Endothelial"
"4374","OD Mature"
"4375","OD Mature"
"4376","OD Mature"
"4377","Excitatory"
"4378","Astrocyte"
"4379","OD Mature"
"4380","OD Mature"
"4381","OD Immature"
"4382","Astrocyte"
"4383","OD Mature"
"4384","Astrocyte"
"4385","Excitatory"
"4386","Excitatory"
"4387","Excitatory"
"4388","Excitatory"
"4389","OD Mature"
"4390","Microglia"
"4391","OD Mature"
"4392","Endothelial"
"4393","Excitatory"
"4394","Excitatory"
"4395","OD Immature"
"4396","Excitatory"
"4397","Excitatory"
"4398","OD Immature"
"4399","Excitatory"
"4400","Excitatory"
"4401","Astrocyte"
"4402","Astrocyte"
"4403","OD Mature"
"4404","OD Mature"
"4405","OD Mature"
"4406","OD Immature"
"4407","OD Mature"
"4408","OD Mature"
"4409","OD Mature"
"4410","OD Mature"
"4411","Excitatory"
"4412","OD Mature"
"4413","OD Mature"
"4414","Excitatory"
"4415","Astrocyte"
"4416","Excitatory"
"4417","Microglia"
"4418","Excitatory"
"4419","OD Immature"
"4420","OD Immature"
"4421","Excitatory"
"4422","OD Mature"
"4423","Excitatory"
"4424","Excitatory"
"4425","OD Mature"
"4426","OD Mature"
"4427","OD Mature"
"4428","Microglia"
"4429","OD Mature"
"4430","Excitatory"
"4431","Excitatory"
"4432","Excitatory"
"4433","OD Mature"
"4434","OD Mature"
"4435","OD Mature"
"4436","Excitatory"
"4437","OD Mature"
"4438","OD Mature"
"4439","Excitatory"
"4440","Excitatory"
"4441","OD Mature"
"4442","Excitatory"
"4443","Excitatory"
"4444","Mural"
"4445","Endothelial"
"4446","OD Mature"
"4447","Excitatory"
"4448","Excitatory"
"4449","OD Mature"
"4450","OD Mature"
"4451","Excitatory"
"4452","Excitatory"
"4453","OD Mature"
"4454","OD Mature"
"4455","OD Immature"
"4456","Excitatory"
"4457","Excitatory"
"4458","Excitatory"
"4459","OD Mature"
"4460","OD Mature"
"4461","OD Mature"
"4462","Excitatory"
"4463","OD Mature"
"4464","Endothelial"
"4465","OD Mature"
"4466","Excitatory"
"4467","Excitatory"
"4468","OD Immature"
"4469","Excitatory"
"4470","Excitatory"
"4471","Microglia"
"4472","OD Mature"
"4473","OD Mature"
"4474","OD Mature"
"4475","OD Mature"
"4476","Microglia"
"4477","OD Immature"
"4478","OD Immature"
"4479","OD Mature"
"4480","OD Mature"
"4481","OD Mature"
"4482","OD Mature"
"4483","OD Mature"
"4484","Excitatory"
"4485","OD Mature"
"4486","OD Mature"
"4487","Microglia"
"4488","OD Mature"
"4489","OD Mature"
"4490","Excitatory"
"4491","Excitatory"
"4492","OD Mature"
"4493","OD Mature"
"4494","Excitatory"
"4495","OD Immature"
"4496","OD Mature"
"4497","OD Mature"
"4498","OD Mature"
"4499","OD Mature"
"4500","OD Mature"
"4501","OD Mature"
"4502","Astrocyte"
"4503","OD Mature"
"4504","Microglia"
"4505","Microglia"
"4506","Excitatory"
"4507","Mural"
"4508","Excitatory"
"4509","Excitatory"
"4510","OD Mature"
"4511","OD Immature"
"4512","Excitatory"
"4513","OD Mature"
"4514","OD Mature"
"4515","Mural"
"4516","Excitatory"
"4517","Astrocyte"
"4518","OD Mature"
"4519","Excitatory"
"4520","OD Mature"
"4521","OD Mature"
"4522","OD Mature"
"4523","OD Immature"
"4524","OD Mature"
"4525","Microglia"
"4526","OD Mature"
"4527","Excitatory"
"4528","OD Mature"
"4529","Excitatory"
"4530","Microglia"
"4531","OD Mature"
"4532","OD Immature"
"4533","OD Mature"
"4534","Excitatory"
"4535","OD Mature"
"4536","Endothelial"
"4537","OD Mature"
"4538","Excitatory"
"4539","OD Mature"
"4540","Excitatory"
"4541","OD Mature"
"4542","OD Mature"
"4543","OD Mature"
"4544","Excitatory"
"4545","Excitatory"
"4546","Excitatory"
"4547","Excitatory"
"4548","Mural"
"4549","OD Mature"
"4550","Microglia"
"4551","OD Immature"
"4552","OD Immature"
"4553","Excitatory"
"4554","OD Mature"
"4555","Excitatory"
"4556","Excitatory"
"4557","OD Mature"
"4558","OD Immature"
"4559","Excitatory"
"4560","Excitatory"
"4561","Excitatory"
"4562","OD Mature"
"4563","Excitatory"
"4564","OD Mature"
"4565","Astrocyte"
"4566","OD Mature"
"4567","OD Mature"
"4568","OD Immature"
"4569","OD Mature"
"4570","OD Mature"
"4571","OD Immature"
"4572","Microglia"
"4573","OD Mature"
"4574","OD Immature"
"4575","Excitatory"
"4576","Excitatory"
"4577","OD Mature"
"4578","OD Mature"
"4579","Excitatory"
"4580","OD Mature"
"4581","OD Mature"
"4582","OD Mature"
"4583","OD Mature"
"4584","OD Mature"
"4585","Excitatory"
"4586","OD Mature"
"4587","OD Immature"
"4588","OD Mature"
"4589","OD Mature"
"4590","OD Mature"
"4591","OD Mature"
"4592","OD Mature"
"4593","Excitatory"
"4594","OD Mature"
"4595","Astrocyte"
"4596","OD Mature"
"4597","OD Mature"
"4598","Endothelial"
"4599","OD Mature"
"4600","OD Mature"
"4601","OD Immature"
"4602","OD Immature"
"4603","Endothelial"
